Player,Year,Tm,Age,MP,TS%,FTr,Offense,Val/Shot,Production,Height,Weight
Melvin Turpin,1986,CLE,25,2292,0.585,0.272,2.85,0.3,"$7,4,2.7
Gus Williams,1986,WSB,32,2284,0.473,0.186,-2.1,0.4,"$2,0.8,3
Wayman Tisdale,1986,IND,21,2277,0.539,0.234,0.54,0.2,"($1,-0.1,-1.5
Michael Cooper,1986,LAL,29,2269,0.557,0.281,-1.21,0.4,"$10,5.4,4.2
Orlando Woolridge,1986,CHI,26,2248,0.56,0.424,0.7,0.3,"$9,4.8,7.5
James Donaldson,1986,DAL,28,2241,0.628,0.491,3.85,0.3,"$8,4.3,1.5
Walter Davis,1986,PHO,31,2239,0.536,0.237,-1.29,0.4,"$5,2.6,5.2
Louis Orr,1986,NYK,27,2237,0.509,0.375,0.92,0.3,"$5,2.6,1.2
Clint Richardson,1986,IND,29,2224,0.496,0.2,-1.54,0.3,"$1,0.2,0.7
Byron Scott,1986,LAL,24,2190,0.55,0.178,0.48,0.2,"$5,2.7,3.7
Terry Teagle,1986,GSW,25,2158,0.542,0.277,1.1,0.3,"$1,0,2.4
Mark Olberding,1986,SAC,29,2157,0.618,0.521,0.75,0.5,"$6,3.4,1.6
Robert Reid,1986,HOU,30,2157,0.506,0.243,0.32,0.2,"$3,1.6,1.9
Derek Harper,1986,DAL,24,2150,0.58,0.314,-0.65,0.4,"$14,7.5,6.9
Ricky Pierce,1986,MIL,26,2147,0.603,0.388,2.51,0.4,"$12,6.4,6.4
Gene Banks,1986,CHI,26,2139,0.559,0.371,0.42,0.4,"$10,5.5,6
Norm Nixon,1986,LAC,30,2138,0.493,0.176,-3.49,0.4,"$1,0.1,4.4
John Lucas,1986,HOU,32,2120,0.53,0.364,-1.39,0.5,"$3,1.5,5.6
Wayne Cooper,1986,DEN,29,2112,0.509,0.242,0.9,0.2,"$4,2.1,-1
Manute Bol,1986,WSB,23,2090,0.472,0.309,3.78,0.1,"$9,4.6,-4.9
Benoit Benjamin,1986,LAC,21,2088,0.551,0.464,1.49,0.3,"$5,2.4,-0.5
George Gervin,1986,CHI,33,2065,0.534,0.293,-0.31,0.3,"($2,-4.7,-0.7
Bob Hansen,1986,UTA,25,2032,0.517,0.21,0.2,0.3,"$2,0.8,0.1
Gerald Wilkins,1986,NYK,22,2025,0.488,0.254,-0.77,0.2,"($700,-0.4,1.8
Darrell Walker,1986,NYK,24,2023,0.479,0.368,-2.72,0.3,"$7,4,1.1
Tom Chambers,1986,SEA,26,2019,0.551,0.446,0.12,0.3,"$4,2.3,2.4
Earl Cureton,1986,DET,28,2017,0.523,0.374,0.51,0.2,"$6,3.1,0.7
Rickey Green,1986,UTA,31,2012,0.537,0.33,-1.14,0.4,"$3,1.6,3.2
Calvin Natt,1986,DEN,29,2007,0.562,0.373,1.69,0.3,"$6,3.2,3.7
Alvan Adams,1986,PHO,31,2005,0.547,0.299,-2.32,0.3,"$11,6.1,2.5
Albert King,1986,NJN,26,1998,0.498,0.211,-1.83,0.2,"$900,0,2.2
Jay Vincent,1986,DAL,26,1994,0.532,0.298,-1.03,0.2,"$3,1.4,2.5
Bill Hanzlik,1986,DEN,28,1982,0.537,0.547,-0.44,0.4,"$6,3.3,2.9
Vinnie Johnson,1986,DET,29,1978,0.503,0.215,-0.22,0.3,"$8,4,5
Brad Davis,1986,DAL,30,1971,0.634,0.454,-0.21,0.6,"$4,2.3,5.7
Larry Drew,1986,SAC,27,1971,0.525,0.207,-1.2,0.3,"($900,-2.8,-0.5
Darwin Cook,1986,NJN,27,1965,0.465,0.177,-2.83,0.3,"$5,2.8,1
Joe Dumars,1986,DET,22,1957,0.548,0.399,-1.43,0.4,"$500,-0.2,1
Kurt Nimphius,1986,LAC,27,1946,0.556,0.375,2.4,0.2,"($100,-0.4,3.9
Cliff Levingston,1986,ATL,25,1945,0.572,0.439,2.26,0.3,"$9,5,2.7
John Stockton,1986,UTA,23,1935,0.566,0.44,-4.68,0.6,"$5,2.4,2.4
Jim Paxson,1986,POR,28,1931,0.545,0.308,0.03,0.3,"$3,1.7,3.6
Dave Greenwood,1986,SAS,28,1910,0.574,0.474,2.13,0.3,"$4,1.9,0.1
Danny Young,1986,SEA,23,1901,0.573,0.236,0.35,0.5,"$5,2.7,2.3
Steve Colter,1986,POR,23,1868,0.528,0.275,-0.36,0.3,"$4,1.9,1.7
Wes Matthews,1986,SAS,26,1853,0.587,0.35,-3.75,0.5,"$300,-0.2,1
Steve Johnson,1986,SAS,28,1828,0.667,0.651,2.29,0.5,"$6,3.4,2.9
Alton Lister,1986,MIL,27,1812,0.573,0.461,0.59,0.3,"$10,5.5,1.5
Greg Ballard,1986,GSW,31,1792,0.529,0.221,2.64,0.2,"$3,1.7,1.9
Randy Breuer,1986,MIL,25,1792,0.521,0.347,0.06,0.2,"$8,4.2,0.6
Trent Tucker,1986,NYK,26,1788,0.522,0.135,1.81,0.4,"$6,3,3.4
Tree Rollins,1986,ATL,30,1781,0.537,0.259,2.74,0.2,"$7,4,-1.2
Charles Oakley,1986,CHI,22,1772,0.561,0.497,-0.15,0.3,"$7,3.7,2.8
Patrick Ewing,1986,NYK,23,1771,0.526,0.376,-0.13,0.3,"$7,3.5,0.5
Rory White,1986,LAC,26,1761,0.56,0.325,2.09,0.3,"$700,-0.1,2.7
Sedale Threatt,1986,PHI,24,1754,0.481,0.132,-1.31,0.2,$0 ,1,2
Maurice Lucas,1986,LAL,33,1750,0.52,0.352,-0.67,0.1,"$1,0.1,0.1
Al Wood,1986,SEA,27,1749,0.489,0.293,-0.79,0.2,"($700,-0.5,2.2
Craig Hodges,1986,MIL,25,1739,0.591,0.151,1.85,0.5,"$8,4.5,4.8
Dave Corzine,1986,CHI,29,1709,0.539,0.329,0.64,0.3,"$5,2.5,2
Tim McCormick,1986,SEA,23,1705,0.618,0.55,2.91,0.4,"$4,1.8,1.5
Jon Koncak,1986,ATL,22,1695,0.539,0.495,1.22,0.2,"$4,1.8,0.6
Otis Thorpe,1986,SAC,23,1675,0.617,0.504,2.46,0.4,"$4,1.8,1.7
Jim Petersen,1986,HOU,23,1664,0.525,0.389,1.88,0.2,"$2,0.8,0
Danny Schayes,1986,DEN,26,1654,0.585,0.632,2.68,0.3,"$3,1.5,0.5
Terry Tyler,1986,SAC,29,1651,0.483,0.173,-0.45,0.1,"$3,1.3,-0.7
Mike Sanders,1986,PHO,25,1644,0.573,0.38,0.2,0.3,"$5,2.5,2.4
Charles Jones,1986,WSB,28,1609,0.535,0.339,2.66,0.3,"$7,3.8,-0.9
Micheal Ray Richardson,1986,NJN,30,1604,0.498,0.271,-3.06,0.3,"$11,6,3.5
Ed Pinckney,1986,PHO,22,1602,0.599,0.556,1.08,0.3,"$2,1,0
Jerry Sichting,1986,BOS,29,1596,0.609,0.16,1.54,0.4,"$3,1.2,1.8
Mickey Johnson,1986,NJN,33,1574,0.505,0.46,-2.31,0.3,"$3,1.4,-0.2
Kurt Rambis,1986,LAL,27,1573,0.632,0.454,2.76,0.3,"$8,4.4,1.5
Doc Rivers,1986,ATL,24,1571,0.52,0.61,-4.15,0.4,"$10,5.4,3.9
John Paxson,1986,CHI,25,1570,0.536,0.28,-0.29,0.4,"($600,1,1
Danny Vranes,1986,SEA,27,1569,0.475,0.264,2.11,0.1,"$4,1.8,-0.9
Michael Cage,1986,LAC,24,1566,0.518,0.408,0.81,0.2,"$2,0.7,0.2
Kenny Carr,1986,POR,30,1557,0.546,0.466,1.01,0.2,"$1,0.5,0.2
Bill Walton,1986,BOS,33,1546,0.606,0.491,-0.22,0.4,"$10,5.4,1.2
A.C. Green,1986,LAL,22,1542,0.564,0.43,1.57,0.2,"$5,2.4,1.2
Bobby Jones,1986,PHI,34,1519,0.612,0.429,1.91,0.4,"$5,2.3,1.1
Kelvin Ransey,1986,NJN,27,1504,0.514,0.293,-1.6,0.3,"($1,-1.5,-0.5
Ben Poquette,1986,CLE,30,1496,0.518,0.287,1.89,0.2,"$3,1.3,-0.2
Franklin Edwards,1986,LAC,26,1491,0.511,0.262,-2.45,0.3,"($2,-2.4,-0.2
Ron Anderson,1986,IND,27,1469,0.515,0.2,0.48,0.3,"$5,2.7,2.3
Rick Mahorn,1986,DET,27,1442,0.497,0.345,0.77,0.1,"$900,0,4.4
Caldwell Jones,1986,POR,35,1437,0.588,0.591,1.97,0.3,"$2,1,-0.8
Ken Bannister,1986,NYK,25,1405,0.511,0.52,0.11,0.2,"($3,0.2,-0.1
Ernie Grunfeld,1986,NYK,30,1402,0.512,0.304,2.09,0.3,"$2,0.8,-0.3
Scott Wedman,1986,BOS,33,1402,0.499,0.112,0.1,0.1,"$700,-0.1,2.7
Chris Mullin,1986,GSW,22,1391,0.539,0.34,1.19,0.3,"$2,1,2.3
Mike Evans,1986,DEN,30,1389,0.495,0.208,-0.62,0.3,"($2,-2.4,-0.4
Kent Benson,1986,DET,31,1344,0.519,0.2,1.7,0.2,"$5,2.7,0.6
Terence Stansbury,1986,IND,24,1331,0.499,0.299,-2.46,0.3,"($1,-0.2,-0.4
Elston Turner,1986,DEN,26,1324,0.459,0.14,-0.92,0.2,"$1,0.1,-1.1
Bob Thornton,1986,NYK,23,1323,0.487,0.591,1.47,0.2,"($1,0.7,-0.3
James Edwards,1986,PHO,30,1314,0.589,0.514,0.56,0.3,"$800,-0.1,4.4
Tony Campbell,1986,DET,23,1292,0.506,0.12,0.11,0.2,"($1,-0.9,-0.4
Bernard Thompson,1986,PHO,23,1281,0.552,0.393,0.02,0.3,"$1,0.2,0.5
Ricky Sobers,1986,SEA,33,1279,0.506,0.231,-0.86,0.3,"($300,1.2,2
Jawann Oldham,1986,CHI,28,1276,0.533,0.282,1.62,0.2,"$3,1.6,-0.4
James Bailey,1986,NYK,28,1245,0.516,0.377,0.62,0.2,"$1,0,-1.1
Spud Webb,1986,ATL,22,1229,0.578,0.667,-3.44,0.6,"$5,2.5,2.6
Jerome Kersey,1986,POR,23,1217,0.589,0.487,0.62,0.3,"$7,3.5,2.7
Terry Porter,1986,POR,22,1214,0.545,0.347,-1.32,0.4,"$2,0.8,1.3
Mike McGee,1986,LAL,26,1213,0.513,0.118,-0.08,0.2,"$1,0.4,1.2
Geoff Huston,1986,GSW,28,1208,0.55,0.337,-3.53,0.5,"($4,1,1
Darryl Dawkins,1986,NJN,29,1207,0.68,0.673,3.36,0.6,"$6,3.3,3.2
Mitchell Wiggins,1986,HOU,26,1198,0.491,0.241,-0.11,0.2,"$1,0.1,0.9
Bill Garnett,1986,IND,25,1197,0.548,0.678,0.71,0.3,"$2,1,-0.4
Keith Lee,1986,CLE,23,1197,0.51,0.253,0.48,0.2,"$2,1.1,0
Allen Leavell,1986,HOU,28,1190,0.553,0.345,-0.18,0.5,"$100,1,28.69
Joe Kleine,1986,SAC,24,1180,0.516,0.378,-0.08,0.2,"($2,5,5
John Long,1986,DET,29,1176,0.522,0.19,0.88,0.2,"$700,-0.1,1.8
Mark West,1986,CLE,25,1172,0.55,0.493,2.12,0.2,"($100,4.4,5
Carey Scurry,1986,UTA,23,1168,0.509,0.419,-0.25,0.2,"$5,2.5,-0.6
Junior Bridgeman,1986,LAC,32,1161,0.507,0.264,-0.07,0.2,"($2,-1.7,-0.1
Jon Sundvold,1986,SAS,24,1150,0.503,0.101,-2.73,0.4,"($1,-2.6,-0.2
Sam Bowie,1986,POR,24,1132,0.539,0.467,-0.26,0.2,"$5,2.8,0.3
Charles Pittman,1986,PHO,27,1132,0.63,0.647,1.59,0.4,"$1,-0.2,0.7
Dirk Minniefield,1986,CLE,25,1131,0.537,0.268,-3.18,0.5,"$3,1.3,1.4
Kenny Fields,1986,MIL,23,1120,0.547,0.332,0.43,0.2,"$3,1.3,0.6
Jeff Ruland,1986,WSB,27,1114,0.604,0.522,0.02,0.5,"$9,5,3.3
Terry Catledge,1986,PHI,22,1092,0.502,0.323,0.07,0.1,"($2,-1.6,-0.2
Dale Ellis,1986,DAL,25,1086,0.502,0.174,1.79,0.2,"$1,2.1,-2.1
Jerome Whitehead,1986,GSW,29,1079,0.463,0.33,0.94,0,"($5,4.3,5
Darren Daye,1986,WSB,25,1075,0.552,0.594,0.05,0.4,"$3,1.3,1.2
Clemon Johnson,1986,PHI,29,1069,0.505,0.363,2.92,0.1,"$800,4.4,5
Mike O'Koren,1986,NJN,27,1031,0.496,0.116,-0.14,0.2,"$300,2.4,3
Edgar Jones,1986,CLE,29,1011,0.572,0.481,2.14,0.3,"$3,1.4,1.3
Pat Cummings,1986,NYK,29,1007,0.519,0.341,0.2,0.3,"$1,0.3,-0.1
Detlef Schrempf,1986,DAL,23,969,0.52,0.483,-1.33,0.2,$0 ,3,23.03
Michael Phelps,1986,SEA,24,880,0.438,0.259,-1.75,0.1,"($1,1.5,2
Charles Davis,1986,MIL,27,873,0.512,0.189,-0.1,0.2,"$1,0.3,0.7
Alfredrick Hughes,1986,SAS,23,866,0.435,0.226,-2.96,0,"($3,2.3,2
Tom McMillen,1986,WSB,33,863,0.51,0.277,1.9,0.2,"($1,-0.5,-0.9
Eddie Johnson,1986,ATL,30,862,0.523,0.335,-3.64,0.4,"$300,-0.5,1
Johnny Moore,1986,SAS,27,856,0.533,0.284,-4.13,0.5,"$4,2.2,2.1
Perry Moss,1986,PHI,27,852,0.458,0.31,-1.43,0.1,"$600,1.2,1
Dudley Bradley,1986,WSB,28,842,0.417,0.268,-0.87,0.2,"$3,1.2,-0.3
Ken Johnson,1986,POR,23,815,0.523,0.397,1.09,0.1,"($1,4.1,4
Mitch Kupchak,1986,LAL,31,783,0.542,0.436,0.1,0.1,"($1,-1,-0.3
Georgi Glouchkov,1986,PHO,26,772,0.455,0.584,-1.73,0,"($3,3.6,4
Rick Carlisle,1986,BOS,26,760,0.5,0.122,-1.32,0.2,"($400,1.9,2
Pete Verhoeven,1986,GSW,26,749,0.554,0.257,3.1,0.2,"$1,0.2,0.2
Leon Wood,1986,WSB,23,743,0.493,0.367,-0.79,0.4,"($400,-0.5,1
Charles Jones,1986,PHO,24,742,0.483,0.598,-0.51,0.1,"$1,0.3,-0.8
Darnell Valentine,1986,POR,26,734,0.512,0.485,-2.55,0.3,"$2,0.6,0.4
Quintin Dailey,1986,CHI,25,723,0.511,0.421,-1.79,0.2,"($1,-2.2,-0.4
Rod Foster,1986,PHO,25,704,0.435,0.147,-3.69,0.2,"($3,1,1
Lancaster Gordon,1986,LAC,23,704,0.422,0.162,-3.69,0.1,"($3,1.3,2
Jeff Lamp,1986,MIL,26,701,0.509,0.263,0.42,0.2,"$2,0.6,0.5
Bill Martin,1986,IND,23,691,0.516,0.181,-0.51,0.2,"($500,23.46,0
Lonnie Shelton,1986,CLE,30,682,0.508,0.085,-0.2,0.2,"$1,-0.4,0.6
Pace Mannion,1986,UTA,25,673,0.51,0.383,0.7,0.3,"$800,2.2,3
Marc Iavaroni,1986,SAS,29,669,0.496,0.411,-0.58,0.1,"$500,3.1,4
Bryan Warrick,1986,IND,26,658,0.539,0.39,-1.04,0.4,"$600,1,26.53
Scott Hastings,1986,ATL,25,650,0.508,0.44,1.15,0.1,"$300,3.9,4
Jeff Turner,1986,NJN,23,650,0.55,0.456,1.79,0.2,"($1,3.8,4
Phil Hubbard,1986,CLE,29,640,0.53,0.566,-0.5,0.2,"$600,-0.4,3.2
John Battle,1986,ATL,23,639,0.518,0.464,-0.88,0.3,"$400,1,2
Rick Robey,1986,PHO,30,629,0.417,0.251,-3.57,0,"($1,4.2,5
Chris McNealy,1986,NYK,24,627,0.519,0.326,1.44,0.3,"$3,1.7,-0.1
Jeff Lamp,1986,SAS,26,620,0.551,0.255,0.61,0.3,"$800,2.1,3
Eddie Johnson,1986,CLE,30,615,0.504,0.154,-1.75,0.4,"($200,-0.4,1
Johnny Davis,1986,CLE,30,612,0.502,0.333,-1.41,0.3,$0 ,1,2
Bob McAdoo,1986,PHI,34,609,0.513,0.323,-0.85,0.2,"($400,-0.8,3.2
Jeff Wilkins,1986,UTA,30,604,0.426,0.196,-1.49,0,"($2,4.3,5
Mike Glenn,1986,MIL,30,573,0.555,0.258,2.11,0.2,"$500,1.1,2
Pete Williams,1986,DEN,20,573,0.587,0.36,4.31,0.3,"$1,-0.4,0.5
Clark Kellogg,1986,IND,24,568,0.516,0.235,-1.52,0.3,"$3,1.3,0.7
Bill Wennington,1986,DAL,22,562,0.524,0.405,1.9,0.1,"$100,4.8,5
Ron Brewer,1986,CLE,30,552,0.441,0.172,-0.49,0.1,"($500,2,30.38
Peter Thibeaux,1986,GSW,24,531,0.455,0.206,-1.65,0.1,"($1,2.7,3
Jeff Wilkins,1986,SAS,30,522,0.421,0.343,0.4,-0.1,"($1,-1.1,-0.1
Paul Mokeski,1986,MIL,29,521,0.464,0.245,0.36,0,"$100,4.9,5
Jerry Reynolds,1986,MIL,23,508,0.489,0.642,-3.52,0.2,"$3,1.5,0.4
Darnell Valentine,1986,LAC,26,483,0.465,0.412,-4.85,0.3,"($900,1,27
Steve Harris,1986,HOU,22,482,0.5,0.232,-0.93,0.2,$0 ,0,77
Larry Spriggs,1986,LAL,26,471,0.501,0.255,-3.53,0.1,"$300,3,3
Fred Cofield,1986,NYK,24,469,0.428,0.109,-4.29,0.3,"($1,1,1
Fred Roberts,1986,UTA,25,469,0.526,0.521,-1.29,0.2,"($1,3.5,4
Greg Kite,1986,BOS,24,464,0.384,0.429,-0.67,-0.2,"($800,5,24.49
Dwayne McClain,1986,IND,22,461,0.402,0.194,-4.21,0.1,"($500,3,22.98
Leon Wood,1986,PHI,23,455,0.51,0.25,0.72,0.4,"$900,1,1
Michael Jordan,1986,CHI,22,451,0.533,0.381,0.03,0.3,"$4,2,2.1
Mike Holton,1986,CHI,24,447,0.498,0.245,-0.16,0.2,"$500,1.3,1
James Donaldson,1986,LAC,28,441,0.623,0.833,2.56,0.4,"$400,0.2,-0.6
Paul Thompson,1986,PHI,24,432,0.42,0.222,-2.9,0,"($300,2.6,3
Sam Vincent,1986,BOS,22,432,0.477,0.432,-4.4,0.2,"($600,2,22.71
Kevin McKenna,1986,WSB,27,430,0.485,0.181,2.43,0.3,"$1,0.3,-0.1
Stuart Gray,1986,IND,22,423,0.551,0.685,1.53,0.3,$0 ,1,84
Quinn Buckner,1986,IND,31,419,0.505,0.26,-4.94,0.3,"$900,1.1,1
Lester Conner,1986,GSW,26,413,0.451,0.397,-0.31,0.1,"$1,0.1,-0.1
Uwe Blab,1986,DAL,23,409,0.502,0.713,0.33,0.1,"($800,5,23.86
Mike Smrek,1986,CHI,23,408,0.401,0.238,-1.57,-0.1,"($400,5,23.42
Johnny Davis,1986,ATL,30,402,0.542,0.551,-4.18,0.5,"($500,0.1,-0.9
Frank Johnson,1986,WSB,27,402,0.495,0.351,-1.89,0.4,"$300,-0.6,-0.9
Steve Hayes,1986,UTA,30,397,0.433,0.414,1.57,0,"($600,5,30.5
Ray Williams,1986,SAS,31,397,0.515,0.489,-5.37,0.4,"$800,1,1
David Thirdkill,1986,BOS,25,385,0.548,0.8,1.44,0.2,"$700,2.7,4
Ray Williams,1986,ATL,31,367,0.484,0.336,-3.8,0.3,"$2,0.7,0.4
Jeff Cook,1986,SAS,29,356,0.482,0.612,1.7,0.1,"$1,-0.1,0.3
Greg Stokes,1986,PHI,22,350,0.491,0.176,0.34,0.1,"$1,-0.1,0.1
Marc Iavaroni,1986,UTA,29,345,0.514,0.593,0.4,0.2,"$800,3.1,4
Willie White,1986,DEN,23,343,0.486,0.137,-1.07,0.3,"$1,-0.3,0
Derek Smith,1986,LAC,24,339,0.594,0.464,1.46,0.4,"$2,0.6,1.1
Blair Rasmussen,1986,DEN,23,330,0.458,0.26,-3.09,0.1,"($1,5,5
Rich Kelley,1986,SAC,32,324,0.631,0.449,0.46,0.5,"$1,0.2,0.3
Frank Brickowski,1986,SEA,26,311,0.558,0.466,1,0.3,"$800,26.47,1
Kurt Nimphius,1986,DAL,27,280,0.537,0.403,1.61,0.2,"$1,0.1,0.1
Lorenzo Charles,1986,ATL,22,273,0.587,0.409,2.28,0.3,"$500,22.19,0
Mike Bratz,1986,SAC,30,269,0.449,0.257,-1.55,0.2,$0 ,30.29,8
Ben McDonald,1986,CLE,23,266,0.496,0.138,2.46,0.1,"$700,2.9,3
George Johnson,1986,SEA,37,264,0.583,0.696,2.73,0.3,"$2,-0.3,1.1
Antoine Carr,1986,ATL,24,258,0.553,0.29,1.46,0.3,"$1,0.5,0.2
Kenny Green,1986,PHI,21,232,0.455,0.253,-1.6,0,"($1,2.6,3
Ronnie Lester,1986,LAL,27,222,0.555,0.365,-7.18,0.4,"($800,1,27.09
Kenny Green,1986,WSB,21,221,0.485,0.257,-0.7,0.1,"($500,3,21.31
Mike Brittain,1986,SAS,22,219,0.526,0.442,0.9,0.1,"($200,5,22.62
Ron Anderson,1986,CLE,27,207,0.531,0.216,2.41,0.2,"$300,3,27.3
Sedric Toney,1986,PHO,23,206,0.519,0.508,-1.31,0.3,"$200,1,23.81
Hank McDowell,1986,HOU,26,204,0.613,0.595,3.85,0.4,"$300,4,26.22
Nick Vanos,1986,PHO,22,202,0.329,0.319,-5.84,-0.2,"($400,5,22.81
Craig Ehlo,1986,HOU,24,199,0.506,0.345,-0.86,0.3,"$1,0.3,0
Jamaal Wilkes,1986,LAC,32,195,0.488,0.415,-0.93,0.2,"$400,3,32.75
Bobby Cattage,1986,NJN,27,185,0.449,0.53,-1.98,0,"($500,4,27.46
Tyrone Corbin,1986,SAS,23,174,0.456,0.219,-1.6,0,"$700,23.09,0
Mike Gibson,1986,DET,25,161,0.43,0.216,0.66,0,"$700,25.27,1
Perry Moss,1986,WSB,27,160,0.461,0.283,-2.92,0.2,"$600,1,27.23
Granville Waiters,1986,HOU,25,156,0.324,0.154,-1.66,-0.2,"$400,25.07,2
Wallace Bryant,1986,DAL,26,154,0.402,0.367,-0.22,-0.1,"$700,-0.2,4.6
Carl Henry,1986,SAC,25,149,0.524,0.254,1.14,0.2,"$300,2,25.46
Michael Adams,1986,SAC,23,139,0.406,0.273,-3.75,0.1,"$200,1,23.04
Tony Brown,1986,CHI,25,132,0.482,0.317,0.38,0.2,"$900,25.51,1
Petur Gudmundsson,1986,LAL,27,128,0.593,0.73,1.11,0.2,"$1,-0.1,0
Rod Higgins,1986,SAS,26,128,0.5,0.4,0.34,0.2,"$800,26,3
Jeff Cross,1986,LAC,24,128,0.371,1.042,0.54,-0.2,"($200,4,24.42
Freeman Williams,1986,WSB,29,110,0.463,0.254,-2.94,0.2,"$500,2,29.72
Chuck Nevitt,1986,DET,26,101,0.478,0.625,-0.25,0.1,"$1,5,5
Jay Murphy,1986,LAC,23,100,0.401,0.311,-2.35,0,"$300,3,23.6
Rod Higgins,1986,SEA,26,94,0.377,0.185,-0.7,0,"$500,3,26
Andrew Toney,1986,PHI,28,84,0.316,0.222,-6.87,-0.1,"$100,2,28.19
Billy McKinney,1986,CHI,30,83,0.461,0.087,-0.74,0.2,"$700,1,30.66
Rod Higgins,1986,CHI,26,81,0.449,0.261,1,0.1,"$1,3,26
Harold Keeling,1986,DAL,22,75,0.487,0.359,-3.49,0.2,"$900,22.37,0
David Pope,1986,SEA,23,74,0.483,0.2,1.84,0.2,"$1,3,23.8
Ken Green,1986,NYK,26,72,0.501,0.333,2.83,0.2,"$1,4,4
Jim Thomas,1986,LAC,25,69,0.409,0.133,-5.62,0.1,"$700,2,25.29
Ennis Whatley,1986,CLE,23,66,0.498,0.368,-3.33,0.3,"$1,1,1
Mike Holton,1986,PHO,24,65,0.265,0.3,-4.92,-0.3,"$300,2,24.5
Wallace Bryant,1986,LAC,26,64,0.302,0.444,-2.15,-0.2,"$800,5,26.55
Ray Williams,1986,NJN,31,63,0.419,0.438,-6.36,0.1,"$600,1,31.3
Sly Williams,1986,BOS,28,54,0.323,0.571,-7.71,-0.2,"$400,3,28.02
Devin Durrant,1986,PHO,25,51,0.373,0.19,-4.74,-0.1,"$700,3,25.28
Earl Jones,1986,MIL,25,43,0.472,0.333,-4.58,0.1,"$800,25.05,1
David Cooke,1986,SAC,22,38,0.292,0.909,-4,-0.3,"$800,4,22.35
Butch Carter,1986,PHI,27,36,0.402,0.375,-2.12,-0.1,"$600,2,27.64
Bill Cartwright,1986,NYK,28,36,0.526,1.429,-4.17,0.4,"$900,5,28.51
Butch Carter,1986,NYK,27,31,0.296,0.125,-7.81,-0.1,"$600,2,27.64
Rod Higgins,1986,NJN,26,29,0.188,0,-9.84,-0.4,"$700,3,26
Bryan Warrick,1986,MIL,26,27,0.479,0.1,-7.03,0.3,"$900,26.53,3
Ennis Whatley,1986,WSB,23,27,0.359,0.214,-3.19,0.2,"$1,1.2,1
Chuck Nevitt,1986,LAL,26,25,0.367,0.545,-11.12,-0.2,"$900,5,26.64
Guy Williams,1986,GSW,25,25,0.458,1.2,3.47,0,"$800,4,25.59
Sedric Toney,1986,ATL,23,24,0.336,0.143,-3.73,-0.2,"$700,1,23.81
Ron Brewer,1986,CHI,30,18,0.371,0.111,-5.96,-0.2,"$600,2,30.38
Ozell Jones,1986,LAC,25,18,0,0,-3.49,-0.9,"$800,5,25.2
Voise Winters,1986,PHI,23,17,0.231,0,-15.84,-0.4,"$500,3,23.31
Jeff Cook,1986,UTA,29,17,0.543,0.167,-2.14,0.2,"$700,4,29.28
Brian Martin,1986,POR,23,14,0.34,0.4,-0.99,-0.3,"$800,3,23.46
Alex Stivrins,1986,SEA,23,14,0.26,1,-11.81,-0.3,"$800,3,23.18
Ennis Whatley,1986,SAS,23,14,0.5,0,-11.33,0.3,"$600,1,23.48
Derrick Rowland,1986,MIL,26,9,0.387,0.667,-1.45,-0.1,"$900,2,26.62
Brian Martin,1986,SEA,23,7,0.5,0,-6.7,0.1,"$800,4,23.46
George Johnson,1986,WSB,29,7,0.515,0.667,-2.56,0.2,"$900,4,29.15
Yvon Joseph,1986,NJN,28,5,1.136,,11.58,1.4,"$1,3.6,5
Jerome Henderson,1986,LAL,26,3,0.667,0,5.58,0.4,"$1,4.9,5
Ron Crevier,1986,DET,27,3,0,1,-27.87,-0.9,"$900,5,27.8
Michael Young,1986,PHI,25,2,0,0,-31,-0.9,"$900,3,25.08
Walker Russell,1986,DET,25,2,0,0,-14.92,-0.5,"$900,1,25.27
Claude Gregory,1986,WSB,27,2,0.5,0,-39.53,0.1,"$1,4,27.1
Ron Crevier,1986,GSW,27,1,0,0,-29.52,-0.9,"$1,3.8,5
Michael Jordan,1987,CHI,23,3281,0.562,0.427,3.03,0.5,"$41,23.7,21.6
Rodney McCray,1987,HOU,25,3136,0.612,0.502,0.87,0.5,"$20,11.4,6.7
Clyde Drexler,1987,POR,24,3114,0.552,0.334,-1.58,0.3,"$28,16.3,12
Alex English,1987,DEN,33,3085,0.549,0.254,1.29,0.4,"$11,6.3,11.5
Dale Ellis,1987,SEA,26,3073,0.588,0.322,2.22,0.4,"$17,10,12.3
Sleepy Floyd,1987,GSW,26,3064,0.608,0.521,-0.92,0.7,"$17,9.7,12.4
Ron Harper,1987,CLE,23,3064,0.503,0.349,-2.17,0.3,"$15,8.3,5.3
Kevin McHale,1987,BOS,29,3060,0.655,0.392,3.04,0.4,"$26,15.1,13.3
Fat Lever,1987,DEN,26,3054,0.515,0.228,-0.78,0.4,"$27,15.9,11
Xavier McDaniel,1987,SEA,23,3031,0.538,0.25,-0.42,0.2,"$15,8.3,8.5
Kiki Vandeweghe,1987,POR,28,3029,0.597,0.341,2.39,0.3,"$9,4.8,10
James Donaldson,1987,DAL,29,3028,0.658,0.62,4.71,0.4,"$16,9.4,5.2
Tom Chambers,1987,SEA,27,3018,0.554,0.436,0.2,0.3,"$9,5,6.6
